employee_id,first_name,last_name,upn,business_email,employment_status,worker_type,hire_date,termination_date,job_title,department,country,manager_upn
73037837,Dragan,Dogan,Dragan.Dogan@BiTermTest.com,Dragan.Dogan@BiTermTest.com,Active,Employee,2023-07-04,,Customer Security Representative II CDL,Customer Service,United States,Minh.Sakamoto@BiTermTest.com
73020859,Dragan,Girma,Dragan.Girma@BiTermTest.com,Dragan.Girma@BiTermTest.com,Active,Employee,2021-09-27,,Security Analyst,Security,United States,FDeshpande@BiTermTest.com
26801,Dragan,Gupta,Dragan.Gupta@BiTermTest.com,Dragan.Gupta@BiTermTest.com,Active,Employee,2015-01-05,,Sales Operations Analyst,Sales,United States,Piotr.Malhotra@BiTermTest.com
19169,Dragan,Kebede,Dragan.Kebede@BiTermTest.com,Dragan.Kebede@BiTermTest.com,Active,Employee,2016-02-29,,Platform Administrator,IT,United States,Gorka.Egorov@BiTermTest.com
73039316,Dragan,Morozov,Dragan.Morozov@BiTermTest.com,Dragan.Morozov@BiTermTest.com,Active,Employee,2023-09-05,,Accounts Payable Clerk,Finance,United States,Deniz.Marino@BiTermTest.com
22899,Dragan,Mulder,Dragan.Mulder@BiTermTest.com,Dragan.Mulder@BiTermTest.com,Active,Employee,2005-03-01,,HR Business Partner,Human Resources,United States,Elzbieta.Barone@BiTermTest.com
36715,Dragan,Novikov,Dragan.Novikov@BiTermTest.com,Dragan.Novikov@BiTermTest.com,Active,Employee,2018-06-01,,Accounts Payable Clerk,Finance,United States,Feng.Gallo@BiTermTest.com
27413,Dragan,Okonkwo,Dragan.Okonkwo@BiTermTest.com,Dragan.Okonkwo@BiTermTest.com,Active,Contractor,1993-10-18,,Accounts Payable Clerk,Finance,United States,Feng.Gallo@BiTermTest.com
22304,Dragan,Reddy,Dragan.Reddy@BiTermTest.com,Dragan.Reddy@BiTermTest.com,Active,Employee,1988-05-17,,Operations Supervisor,Operations,United States,Valentina.Kebede@BiTermTest.com
42024,Duc,Alemu,Duc.Alemu@BiTermTest.com,Duc.Alemu@BiTermTest.com,Active,Employee,2022-01-04,,Customer Security Representative II CDL,Customer Service,United States,Minh.Sakamoto@BiTermTest.com
33338,Duc,Demir,Duc.Demir@BiTermTest.com,Duc.Demir@BiTermTest.com,Active,Employee,2017-10-16,,Regional Sales Manager,Sales,United States,Anwar.Axelsson@BiTermTest.com
73035912,Duc,Devries,Duc.Devries@BiTermTest.com,Duc.Devries@BiTermTest.com,Active,Employee,2023-04-20,2026-12-31,Account Executive,Sales,United States,Bram.Aslan@BiTermTest.com
26801,Duc,Dogan,Duc.Dogan@BiTermTest.com,Duc.Dogan@BiTermTest.com,Active,Employee,2015-01-05,,Benefits Analyst,Human Resources,United States,Jisoo.Jeong@BiTermTest.com
73029752,Duc,Farrugia,Duc.Farrugia@BiTermTest.com,Duc.Farrugia@BiTermTest.com,Active,Employee,2022-08-22,,Financial Analyst,Finance,United States,Sanne.Desta@BiTermTest.com
24148,Duc,Fonseca,Duc.Fonseca@BiTermTest.com,Duc.Fonseca@BiTermTest.com,Active,Contractor,2012-01-10,,Operations Supervisor,Operations,United States,Vandana.Forsberg@BiTermTest.com
24119,Duc,Grech,Duc.Grech@BiTermTest.com,Duc.Grech@BiTermTest.com,Active,Employee,2012-10-16,,HR Business Partner,Human Resources,United States,Yaretzi.Aslan@BiTermTest.com
73044688,Duc,Jeong,Duc.Jeong@BiTermTest.com,Duc.Jeong@BiTermTest.com,Duc Jeong,Employee,2024-06-03,,Account Executive,Sales,United States,Mateo.Pillai@BiTermTest.com
19444,Duc,Joshi,Duc.Joshi@BiTermTest.com,Duc.Joshi@BiTermTest.com,Active,Employee,1998-06-15,,Customer Security Representative II CDL,Customer Service,United States,Tomasz.Ozturk@BiTermTest.com
73026712,Duc,Kaya,Duc.Kaya@BiTermTest.com,Duc.Kaya@BiTermTest.com,Active,Employee,2022-04-04,,Sales Operations Analyst,Sales,United States,Anwar.Axelsson@BiTermTest.com
11027,Duc,Mulder,Duc.Mulder@BiTermTest.com,Duc.Mulder@BiTermTest.com,Active,Employee,2011-03-28,,Accounts Payable Clerk,Finance,United States,Feng.Gallo@BiTermTest.com
73035092,Duc,Novikov,Duc.Novikov@BiTermTest.com,Duc.Novikov@BiTermTest.com,Active,Employee,2023-03-20,,Controller,Finance,United States,Gorka.Desta@BiTermTest.com
73036694,Duc,Pham,Duc.Pham@BiTermTest.com,Duc.Pham@BiTermTest.com,Active,Contractor,2023-04-24,2035-12-31,Physical Security Officer,Security,United States,Ming.Owusu@BiTermTest.com
10004062,Duc,Pillai,Duc.Pillai@BiTermTest.com,Duc.Pillai@BiTermTest.com,Active,Employee,2010-12-23,,Controller,Finance,United States,Cuauhtemoc.Zielinski@BiTermTest.com
26542,Duc,Traore,Duc.Traore@BiTermTest.com,Duc.Traore@BiTermTest.com,Active,Employee,2013-04-29,,Customer Care Associate,Customer Service,United States,Rafael.Kuroda@BiTermTest.com
19672,Eamon,Alemu,Eamon.Alemu@BiTermTest.com,Eamon.Alemu@BiTermTest.com,Active,Employee,2000-07-31,,Financial Analyst,Finance,United States,Iker.Traore@BiTermTest.com
73019129,Eamon,Aydin,Eamon.Aydin@BiTermTest.com,Eamon.Aydin@BiTermTest.com,Active,Employee,2021-09-07,,Fleet Maintenance Technician,Fleet,United States,Willem.Kuroda@BiTermTest.com
40806,Eamon,Bosman,Eamon.Bosman@BiTermTest.com,Eamon.Bosman@BiTermTest.com,Eamon Bosman,Employee,2019-07-08,,Customer Care Associate,Customer Service,United States,Eshan.Farrugia@BiTermTest.com
38702,Eamon,Bui,Eamon.Bui@BiTermTest.com,Eamon.Bui@BiTermTest.com,Active,Employee,2019-02-04,,Regional Sales Manager,Sales,United States,Mateo.Pillai@BiTermTest.com
73047250,Eamon,Cardoso,Eamon.Cardoso@BiTermTest.com,Eamon.Cardoso@BiTermTest.com,Active,Employee,2024-11-11,,Accounts Payable Clerk,Finance,United States,Deniz.Marino@BiTermTest.com
73000250,Eamon,Chatterjee,Eamon.Chatterjee@BiTermTest.com,Eamon.Chatterjee@BiTermTest.com,Active,Employee,2020-01-06,,GRC Analyst,Security,United States,Lars.Sakamoto@BiTermTest.com
22033,Eamon,Conti,Eamon.Conti@BiTermTest.com,Eamon.Conti@BiTermTest.com,Active,Employee,2008-05-27,,Accounts Payable Clerk,Finance,United States,Cuauhtemoc.Zielinski@BiTermTest.com
73053488,Eamon,Dekker,Eamon.Dekker@BiTermTest.com,Eamon.Dekker@BiTermTest.com,Active,Employee,2025-08-25,2026-12-31,Sales Operations Analyst,Sales,United States,Jing.Owusu@BiTermTest.com
28829,Eamon,Haile,Eamon.Haile@BiTermTest.com,Eamon.Haile@BiTermTest.com,Active,Employee,2016-05-09,,Site Coordinator,Operations,United States,Nemanja.Nikolic@BiTermTest.com
14890,Eamon,Kilic,Eamon.Kilic@BiTermTest.com,Eamon.Kilic@BiTermTest.com,Active,Employee,2015-01-01,,HR Business Partner,Human Resources,United States,Mahmoud.Tesfaye@BiTermTest.com
21277,Eamon,Morozov,Eamon.Morozov@BiTermTest.com,Eamon.Morozov@BiTermTest.com,Active,Employee,2012-05-14,,Customer Security Representative II CDL,Customer Service,United States,Qasim.Engstrom@BiTermTest.com
23694,Eamon,Vandenberg,Eamon.Vandenberg@BiTermTest.com,Eamon.Vandenberg@BiTermTest.com,Active,Employee,2006-05-09,,HR Business Partner,Human Resources,United States,Ren.Mazur@BiTermTest.com
25592,Eamon,Zielinski,Eamon.Zielinski@BiTermTest.com,Eamon.Zielinski@BiTermTest.com,Active,Contractor,2008-12-01,,HR Business Partner,Human Resources,United States,Citlali.Ngo@BiTermTest.com
21628,Elif,Babic,Elif.Babic@BiTermTest.com,Elif.Babic@BiTermTest.com,Active,Employee,2011-01-03,,Site Coordinator,Operations,United States,Lars.Boateng@BiTermTest.com
10006076,Elif,Dahlberg,Elif.Dahlberg@BiTermTest.com,Elif.Dahlberg@BiTermTest.com,Active,Employee,2016-12-12,,Operations Supervisor,Operations,United States,Nemanja.Nikolic@BiTermTest.com
73054271,Elif,Ferreira,Elif.Ferreira@BiTermTest.com,Elif.Ferreira@BiTermTest.com,Active,Employee,2025-10-20,,Route Driver,Fleet,United States,Sanne.Iyer@BiTermTest.com
73055086,Elif,Gallo,Elif.Gallo@BiTermTest.com,Elif.Gallo@BiTermTest.com,Active,Employee,2025-12-29,2027-12-31,Customer Security Representative II CDL,Customer Service,United States,Minh.Sakamoto@BiTermTest.com
42534,Elif,Haddad,Elif.Haddad@BiTermTest.com,Elif.Haddad@BiTermTest.com,Active,Employee,2019-11-25,,Site Coordinator,Operations,United States,Anouk.Azevedo@BiTermTest.com
73009142,Elif,Jankowski,Elif.Jankowski@BiTermTest.com,Elif.Jankowski@BiTermTest.com,Active,Employee,2020-11-30,,Sales Operations Analyst,Sales,United States,Volkan.Kocak@BiTermTest.com
23962,Elif,Keita,Elif.Keita@BiTermTest.com,Elif.Keita@BiTermTest.com,Active,Employee,2005-03-28,,Financial Analyst,Finance,United States,Chiara.Demir@BiTermTest.com
73039371,Elif,Kuroda,Elif.Kuroda@BiTermTest.com,Elif.Kuroda@BiTermTest.com,Active,Contractor,2023-08-25,2026-12-31,Sales Operations Analyst,Sales,United States,Niamh.Rahal@BiTermTest.com
33338,Elzbieta,Agarwal,Elzbieta.Agarwal@BiTermTest.com,Elzbieta.Agarwal@BiTermTest.com,Active,Employee,2017-10-16,,Site Coordinator,Operations,United States,Firuza.Moretti@BiTermTest.com
10472,Elzbieta,Amari,Elzbieta.Amari@BiTermTest.com,Elzbieta.Amari@BiTermTest.com,Active,Employee,2010-05-17,,Account Support Lead,Customer Service,United States,Eshan.Farrugia@BiTermTest.com
23718,Elzbieta,Barone,Elzbieta.Barone@BiTermTest.com,Elzbieta.Barone@BiTermTest.com,Active,Employee,2007-09-24,,HR Business Partner,Human Resources,United States,Xochitl.Wojcik@BiTermTest.com
27673,Elzbieta,Bekele,Elzbieta.Bekele@BiTermTest.com,Elzbieta.Bekele@BiTermTest.com,Active,Employee,2008-01-21,,Controller,Finance,United States,Vandana.Rahal@BiTermTest.com
24223,Elzbieta,Dang,Elzbieta.Dang@BiTermTest.com,Elzbieta.Dang@BiTermTest.com,Active,Employee,2008-11-24,,Service Desk Analyst,IT,Canada,Xiu.Carvalho@BiTermTest.com
27968,Elzbieta,Desta,Elzbieta.Desta@BiTermTest.com,Elzbieta.Desta@BiTermTest.com,Active,Employee,2015-10-05,,Fleet Maintenance Technician,Fleet,Canada,Jeroen.Petrovic@BiTermTest.com
73023767,Elzbieta,Horvat,Elzbieta.Horvat@BiTermTest.com,Elzbieta.Horvat@BiTermTest.com,Active,Employee,2022-01-10,,Customer Care Associate,Customer Service,United States,Eshan.Farrugia@BiTermTest.com
13552,Elzbieta,Krawczyk,Elzbieta.Krawczyk@BiTermTest.com,Elzbieta.Krawczyk@BiTermTest.com,Terminated,Employee,2015-01-01,2026-03-23,Fleet Maintenance Technician,Fleet,United States,Petro.Attard@BiTermTest.com
73047813,Elzbieta,Lemma,Elzbieta.Lemma@BiTermTest.com,Elzbieta.Lemma@BiTermTest.com,Active,Employee,2024-11-18,,Physical Security Officer,Security,United States,Lan.Vosberg@BiTermTest.com
40657,Elzbieta,Matsuda,Elzbieta.Matsuda@BiTermTest.com,Elzbieta.Matsuda@BiTermTest.com,Active,Employee,2019-06-24,,Physical Security Officer,Security,United States,Jisoo.Menon@BiTermTest.com
38436,Emre,Bae,Emre.Bae@BiTermTest.com,Emre.Bae@BiTermTest.com,Active,Contractor,2019-01-07,,Controller,Finance,United States,Parvin.Wisniewski@BiTermTest.com
73001200,Emre,Bekele,Emre.Bekele@BiTermTest.com,Emre.Bekele@BiTermTest.com,Active,Contractor,2020-02-03,,Controller,Finance,United States,Soren.Ferreira@BiTermTest.com
16474,Emre,Conti,Emre.Conti@BiTermTest.com,Emre.Conti@BiTermTest.com,Active,Employee,2015-08-10,,Service Desk Analyst,IT,United States,Sigrid.Ndiaye@BiTermTest.com
10005143,Emre,Ivanov,Emre.Ivanov@BiTermTest.com,Emre.Ivanov@BiTermTest.com,Active,Employee,2013-07-22,,Route Driver,Fleet,United States,Mei.Ozturk@BiTermTest.com
73035668,Emre,Kobayashi,Emre.Kobayashi@BiTermTest.com,Emre.Kobayashi@BiTermTest.com,Active,Employee,2023-04-26,,Platform Administrator,IT,United States,Renata.Mukherjee@BiTermTest.com
25844,Emre,Morozov,Emre.Morozov@BiTermTest.com,Emre.Morozov@BiTermTest.com,Active,Employee,2016-12-05,,Fleet Planner,Fleet,United States,Teodora.Jankowski@BiTermTest.com
10002868,Emre,Pham,Emre.Pham@BiTermTest.com,Emre.Pham@BiTermTest.com,Active,Employee,2014-03-17,,Service Desk Analyst,IT,United States,Diego.Azevedo@BiTermTest.com
27312,Emre,Rahal,Emre.Rahal@BiTermTest.com,Emre.Rahal@BiTermTest.com,Active,Employee,2015-06-15,,Accounts Payable Clerk,Finance,United States,Xochitl.Kapoor@BiTermTest.com
19338,Emre,Zielinski,Emre.Zielinski@BiTermTest.com,Emre.Zielinski@BiTermTest.com,Active,Employee,2004-04-19,,Fleet Planner,Fleet,Canada,Sanne.Iyer@BiTermTest.com
19424,Eneko,Aslan,Eneko.Aslan@BiTermTest.com,Eneko.Aslan@BiTermTest.com,Active,Employee,2003-11-24,,Security Analyst,Security,United States,Amaia.Diallo@BiTermTest.com
34817,Eneko,Chatterjee,Eneko.Chatterjee@BiTermTest.com,Eneko.Chatterjee@BiTermTest.com,Active,Employee,2018-02-26,,Financial Analyst,Finance,United States,Basim.Aydin@BiTermTest.com
10001099,Eneko,Ezeani,Eneko.Ezeani@BiTermTest.com,Eneko.Ezeani@BiTermTest.com,Active,Employee,2007-11-05,,HR Business Partner,Human Resources,United States,Xochitl.Wojcik@BiTermTest.com
19834,Eneko,Ivanov,Eneko.Ivanov@BiTermTest.com,Eneko.Ivanov@BiTermTest.com,Active,Employee,1999-12-27,,Site Coordinator,Operations,Canada,Xiomara.Holmgren@BiTermTest.com
27381,Eneko,Kebede,Eneko.Kebede@BiTermTest.com,Eneko.Kebede@BiTermTest.com,Active,Contractor,1988-12-05,,Regional Sales Manager,Sales,United States,Bram.Aslan@BiTermTest.com
10003389,Eneko,Ngo,Eneko.Ngo@BiTermTest.com,Eneko.Ngo@BiTermTest.com,Active,Employee,2015-07-16,,Route Driver,Fleet,United States,Hui.Amari@BiTermTest.com
7933,Eneko,Obiora,Eneko.Obiora@BiTermTest.com,Eneko.Obiora@BiTermTest.com,Active,Employee,2006-02-27,,Accounts Payable Clerk,Finance,United States,Chiara.Demir@BiTermTest.com
73009142,Eneko,Stojanovic,Eneko.Stojanovic@BiTermTest.com,Eneko.Stojanovic@BiTermTest.com,Active,Employee,2020-11-30,,Fleet Planner,Fleet,United States,Jeroen.Petrovic@BiTermTest.com
73055478,Eneko,Vuong,Eneko.Vuong@BiTermTest.com,Eneko.Vuong@BiTermTest.com,Active,Employee,2026-03-02,,Systems Engineer,IT,United States,Diego.Azevedo@BiTermTest.com
9590,Eneko,Zielinski,Eneko.Zielinski@BiTermTest.com,Eneko.Zielinski@BiTermTest.com,Active,Contractor,2008-08-18,,Security Analyst,Security,Canada,Unai.Nassar@BiTermTest.com
26510,Eshan,Aydin,Eshan.Aydin@BiTermTest.com,Eshan.Aydin@BiTermTest.com,Active,Employee,2013-05-28,,Recruiter,Human Resources,Canada,Oksana.Haddad@BiTermTest.com
15062,Eshan,Cardoso,Eshan.Cardoso@BiTermTest.com,Eshan.Cardoso@BiTermTest.com,Active,Employee,2015-01-01,,Account Support Lead,Customer Service,United States,Qasim.Engstrom@BiTermTest.com
25592,Eshan,Ezeani,Eshan.Ezeani@BiTermTest.com,Eshan.Ezeani@BiTermTest.com,Active,Employee,2008-12-01,,Account Support Lead,Customer Service,United States,Qasim.Engstrom@BiTermTest.com
73038339,Eshan,Farrugia,Eshan.Farrugia@BiTermTest.com,Eshan.Farrugia@BiTermTest.com,Active,Contractor,2023-07-31,,Customer Care Associate,Customer Service,United States,Maialen.Jankowski@BiTermTest.com
73001531,Eshan,Fofana,Eshan.Fofana@BiTermTest.com,Eshan.Fofana@BiTermTest.com,Active,Employee,2020-02-24,,HR Business Partner,Human Resources,United States,Elzbieta.Barone@BiTermTest.com
27511,Eshan,Holmgren,Eshan.Holmgren@BiTermTest.com,Eshan.Holmgren@BiTermTest.com,Active,Employee,2005-11-07,,Sales Operations Analyst,Sales,United States,Elif.Jankowski@BiTermTest.com
73015740,Eshan,Ishikawa,Eshan.Ishikawa@BiTermTest.com,Eshan.Ishikawa@BiTermTest.com,Active,Employee,2021-06-14,,Customer Security Representative II CDL,Customer Service,United States,Arjun.Forsberg@BiTermTest.com
42006,Eshan,Ivanov,Eshan.Ivanov@BiTermTest.com,Eshan.Ivanov@BiTermTest.com,Active,Employee,2019-10-14,,Physical Security Officer,Security,Canada,Gita.Meijer@BiTermTest.com
21261,Eshan,Jeong,Eshan.Jeong@BiTermTest.com,Eshan.Jeong@BiTermTest.com,Active,Contractor,2021-01-04,,Controller,Finance,United States,Cuauhtemoc.Zielinski@BiTermTest.com
73046513,Eshan,Kwon,Eshan.Kwon@BiTermTest.com,Eshan.Kwon@BiTermTest.com,Active,Employee,2024-09-09,,Site Coordinator,Operations,United States,Vandana.Forsberg@BiTermTest.com
27149,Eshan,Mifsud,Eshan.Mifsud@BiTermTest.com,Eshan.Mifsud@BiTermTest.com,Active,Employee,2010-03-15,,Platform Administrator,IT,United States,Gorka.Egorov@BiTermTest.com
21835,Eshan,Mulder,Eshan.Mulder@BiTermTest.com,Eshan.Mulder@BiTermTest.com,Active,Employee,2009-10-26,,Systems Engineer,IT,United States,Hana.Borg@BiTermTest.com
73023681,Eshan,Ndiaye,Eshan.Ndiaye@BiTermTest.com,Eshan.Ndiaye@BiTermTest.com,Active,Employee,2022-01-03,,Controller,Finance,United States,Ingrid.Banerjee@BiTermTest.com
31965,Eshan,Novak,Eshan.Novak@BiTermTest.com,Eshan.Novak@BiTermTest.com,Active,Employee,2017-06-12,,Fleet Maintenance Technician,Fleet,United States,Yusuf.Kaminski@BiTermTest.com
22148,Eshan,Nowak,Eshan.Nowak@BiTermTest.com,Eshan.Nowak@BiTermTest.com,Active,Employee,1998-06-29,,Fleet Planner,Fleet,United States,Willem.Kuroda@BiTermTest.com
26995,Eshan,Rao,Eshan.Rao@BiTermTest.com,Eshan.Rao@BiTermTest.com,Active,Contractor,2014-11-10,,Route Driver,Fleet,United States,Ximena.Worku@BiTermTest.com
73002434,Eshan,Ricci,Eshan.Ricci@BiTermTest.com,Eshan.Ricci@BiTermTest.com,Active,Employee,2020-03-16,,Controller,Finance,United States,Iker.Traore@BiTermTest.com
24223,Eshan,Stojanovic,Eshan.Stojanovic@BiTermTest.com,Eshan.Stojanovic@BiTermTest.com,Active,Employee,2008-11-24,,Platform Administrator,IT,United States,Diego.Azevedo@BiTermTest.com
27399,Ewatanabe1,User,ewatanabe1@BiTermTest.com,ewatanabe1@BiTermTest.com,Active,Employee,1992-08-03,,Controller,Finance,United States,Vandana.Rahal@BiTermTest.com
73034711,Farid,Banerjee,Farid.Banerjee@BiTermTest.com,Farid.Banerjee@BiTermTest.com,Active,Employee,2023-02-28,2027-12-31,Operations Supervisor,Operations,United States,Ngozi.Mehta@BiTermTest.com
73034221,Farid,Cardoso,Farid.Cardoso@BiTermTest.com,Farid.Cardoso@BiTermTest.com,Active,Employee,2023-03-01,,Fleet Maintenance Technician,Fleet,United States,Gorka.Celik@BiTermTest.com
20130,Farid,Ishikawa,Farid.Ishikawa@BiTermTest.com,Farid.Ishikawa@BiTermTest.com,Active,Contractor,1999-12-08,,Platform Administrator,IT,United States,Eshan.Mulder@BiTermTest.com
10006769,Farid,Lai,Farid.Lai@BiTermTest.com,Farid.Lai@BiTermTest.com,Active,Employee,2018-03-19,,Account Support Lead,Customer Service,United States,Itzel.Piotrowski@BiTermTest.com
27890,Farid,Ngo,Farid.Ngo@BiTermTest.com,Farid.Ngo@BiTermTest.com,Active,Employee,2016-05-16,,Platform Administrator,IT,United States,Volkan.Engstrom@BiTermTest.com
73044491,Farid,Nwosu,Farid.Nwosu@BiTermTest.com,Farid.Nwosu@BiTermTest.com,Active,Employee,2024-05-20,,Physical Security Officer,Security,Canada,Diego.Nakamura@BiTermTest.com
35844,Farid,Ozturk,Farid.Ozturk@BiTermTest.com,Farid.Ozturk@BiTermTest.com,Active,Employee,2018-05-29,,Operations Analyst,Operations,United States,Ines.Fofana@BiTermTest.com
73009404,Farid,Rossi,Farid.Rossi@BiTermTest.com,Farid.Rossi@BiTermTest.com,Active,Employee,2020-11-16,,Fleet Maintenance Technician,Fleet,United States,Thiago.Barone@BiTermTest.com
26464,Farid,Truong,Farid.Truong@BiTermTest.com,Farid.Truong@BiTermTest.com,Active,Contractor,2013-02-11,,Accounts Payable Clerk,Finance,United States,Rohan.Chukwu@BiTermTest.com
34314,Farid,Watanabe,Farid.Watanabe@BiTermTest.com,Farid.Watanabe@BiTermTest.com,Active,Employee,2018-01-22,,Operations Supervisor,Operations,United States,Lan.Micallef@BiTermTest.com
19806,Fdeshpande,User,FDeshpande@BiTermTest.com,FDeshpande@BiTermTest.com,Active,Employee,1995-04-17,,GRC Analyst,Security,United States,Amaia.Dang@BiTermTest.com
72000703,Femi,Arslan,Femi.Arslan@BiTermTest.com,Femi.Arslan@BiTermTest.com,Active,Employee,2019-12-09,2027-12-31,HR Business Partner,Human Resources,United States,Sanne.Khoury@BiTermTest.com
73009455,Femi,Azevedo,Femi.Azevedo@BiTermTest.com,Femi.Azevedo@BiTermTest.com,Active,Employee,2020-11-30,,Sales Operations Analyst,Sales,United States,Laleh.Kulkarni@BiTermTest.com
73023867,Femi,Deluca,Femi.Deluca@BiTermTest.com,Femi.Deluca@BiTermTest.com,Active,Employee,2022-01-18,,Customer Security Representative II CDL,Customer Service,United States,Eshan.Farrugia@BiTermTest.com
73006347,Femi,Fofana,Femi.Fofana@BiTermTest.com,Femi.Fofana@BiTermTest.com,Active,Employee,2020-07-20,2026-03-31,Service Desk Analyst,IT,United States,Mahmoud.Worku@BiTermTest.com
26085,Femi,Krawczyk,Femi.Krawczyk@BiTermTest.com,Femi.Krawczyk@BiTermTest.com,Active,Employee,2014-05-05,,Accounts Payable Clerk,Finance,United States,Gorka.Desta@BiTermTest.com
21610,Femi,Lai,Femi.Lai@BiTermTest.com,Femi.Lai@BiTermTest.com,Active,Employee,2015-07-20,,Controller,Finance,United States,Ingrid.Banerjee@BiTermTest.com
37928,Femi,Marino,Femi.Marino@BiTermTest.com,Femi.Marino@BiTermTest.com,Active,Employee,2018-11-26,,Operations Supervisor,Operations,United States,Ines.Fofana@BiTermTest.com
27890,Femi,Menon,Femi.Menon@BiTermTest.com,Femi.Menon@BiTermTest.com,Active,Employee,2016-05-16,,Fleet Planner,Fleet,United States,Willem.Kuroda@BiTermTest.com
10006769,Femi,Nwosu,Femi.Nwosu@BiTermTest.com,Femi.Nwosu@BiTermTest.com,Active,Employee,2018-03-19,,Service Desk Analyst,IT,United States,Daan.Uchida@BiTermTest.com
22087,Femi,Rahal,Femi.Rahal@BiTermTest.com,Femi.Rahal@BiTermTest.com,Active,Contractor,2008-01-28,,GRC Analyst,Security,United States,Firuza.Mulder@BiTermTest.com
73050425,Femi,Saxena,Femi.Saxena@BiTermTest.com,Femi.Saxena@BiTermTest.com,Active,Employee,2025-02-06,,Service Desk Analyst,IT,United States,Sigrid.Ndiaye@BiTermTest.com
73055063,Femi,Sowande,Femi.Sowande@BiTermTest.com,Femi.Sowande@BiTermTest.com,Active,Employee,2025-12-26,2027-12-31,HR Business Partner,Human Resources,United States,Elzbieta.Barone@BiTermTest.com
28298,Femi,Stojanovic,Femi.Stojanovic@BiTermTest.com,Femi.Stojanovic@BiTermTest.com,Active,Employee,2021-11-01,,Fleet Maintenance Technician,Fleet,United States,Mei.Ozturk@BiTermTest.com
37939,Femi,Vuong,Femi.Vuong@BiTermTest.com,Femi.Vuong@BiTermTest.com,Active,Employee,2018-11-26,,Accounts Payable Clerk,Finance,United States,Sanne.Desta@BiTermTest.com
16570,Femi,Worku,Femi.Worku@BiTermTest.com,Femi.Worku@BiTermTest.com,Active,Employee,2015-09-08,,Operations Supervisor,Operations,United States,Vandana.Forsberg@BiTermTest.com
72000093,Femke,Azevedo,Femke.Azevedo@BiTermTest.com,Femke.Azevedo@BiTermTest.com,Active,Employee,2019-12-09,2027-12-31,Customer Care Associate,Customer Service,United States,Qasim.Engstrom@BiTermTest.com
39071,Femke,Baraka,Femke.Baraka@BiTermTest.com,Femke.Baraka@BiTermTest.com,Active,Employee,2019-02-18,,GRC Analyst,Security,United States,Unai.Nassar@BiTermTest.com
21412,Femke,Carvalho,Femke.Carvalho@BiTermTest.com,Femke.Carvalho@BiTermTest.com,Active,Employee,2014-04-25,,Recruiter,Human Resources,United States,Oksana.Haddad@BiTermTest.com
22795,Femke,Forsberg,Femke.Forsberg@BiTermTest.com,Femke.Forsberg@BiTermTest.com,Active,Employee,2004-10-01,,Recruiter,Human Resources,United States,Sanne.Khoury@BiTermTest.com
20537,Femke,Haddad,Femke.Haddad@BiTermTest.com,Femke.Haddad@BiTermTest.com,Active,Employee,2014-07-11,,Fleet Planner,Fleet,United States,Amara.Sleiman@BiTermTest.com
36464,Femke,Jankowski,Femke.Jankowski@BiTermTest.com,Femke.Jankowski@BiTermTest.com,Active,Employee,2021-08-16,,Systems Engineer,IT,United States,Diego.Azevedo@BiTermTest.com
27230,Femke,Kebede,Femke.Kebede@BiTermTest.com,Femke.Kebede@BiTermTest.com,Active,Employee,2018-07-02,,Fleet Maintenance Technician,Fleet,Canada,Hui.Amari@BiTermTest.com
10006776,Femke,Keita,Femke.Keita@BiTermTest.com,Femke.Keita@BiTermTest.com,Active,Employee,2018-03-12,,Service Desk Analyst,IT,United States,Maialen.Sleiman@BiTermTest.com
13986,Femke,Lewandowski,Femke.Lewandowski@BiTermTest.com,Femke.Lewandowski@BiTermTest.com,Active,Contractor,2015-01-01,,GRC Analyst,Security,United States,Anwar.Fedorov@BiTermTest.com
27968,Femke,Pham,Femke.Pham@BiTermTest.com,Femke.Pham@BiTermTest.com,Active,Employee,2015-10-05,,Route Driver,Fleet,United States,Yusuf.Kaminski@BiTermTest.com
28227,Femke,Piotrowski,Femke.Piotrowski@BiTermTest.com,Femke.Piotrowski@BiTermTest.com,Active,Contractor,2016-02-01,,Recruiter,Human Resources,United States,Iker.Lewandowski@BiTermTest.com
23426,Femke,Saliba,Femke.Saliba@BiTermTest.com,Femke.Saliba@BiTermTest.com,Active,Employee,2009-08-31,,Financial Analyst,Finance,United States,Parvin.Mehta@BiTermTest.com
23778,Femke,Sandberg,Femke.Sandberg@BiTermTest.com,Femke.Sandberg@BiTermTest.com,Active,Employee,2011-05-16,,GRC Analyst,Security,United States,Anwar.Fedorov@BiTermTest.com
73002411,Femke,Wojcik,Femke.Wojcik@BiTermTest.com,Femke.Wojcik@BiTermTest.com,Active,Contractor,2020-03-16,,Route Driver,Fleet,United States,Aoife.Bosman@BiTermTest.com
40070,Feng,Ferreira,Feng.Ferreira@BiTermTest.com,Feng.Ferreira@BiTermTest.com,Active,Employee,2019-05-06,,Regional Sales Manager,Sales,United States,Niamh.Rahal@BiTermTest.com
23404,Feng,Gallo,Feng.Gallo@BiTermTest.com,Feng.Gallo@BiTermTest.com,Active,Employee,2009-09-29,,Controller,Finance,Canada,Sanne.Desta@BiTermTest.com
24992,Feng,Lewandowski,Feng.Lewandowski@BiTermTest.com,Feng.Lewandowski@BiTermTest.com,Active,Employee,2010-10-04,,Controller,Finance,United States,Astrid.Fofana@BiTermTest.com
